date,fafh,metro,cpi_all_us,federal_rate,core_state_rate,local_rate_max,multistate_avg_rate,mw_core_local,log_fafh,log_cpi_all_us,log_mw_core_local,log_mw_multistate,dlog_fafh,dlog_cpi_all_us,dlog_mw_core_local,dlog_mw_multistate,lead_dlog_mw_core,lag_dlog_mw_core,treated_core,month,year
2010-09-01,208.18,Chicago,218.439,7.25,8.25,8.25,7.75,8.25,5.338403090087322,5.386506799357342,2.1102132003465894,2.0476928433652555,7.544395761041045e-4,5.815670877895585e-4,0,0,0,0,0,9,2010
2010-10-01,208.484,Chicago,218.711,7.25,8.25,8.25,7.75,8.25,5.339862299685186,5.387751223628651,2.1102132003465894,2.0476928433652555,0.001459209597864053,0.0012444242713094411,0,0,0,0,0,10,2010
2010-11-01,208.938,Chicago,218.803,7.25,8.25,8.25,7.75,8.25,5.34203755723758,5.388171781605566,2.1102132003465894,2.0476928433652555,0.0021752575523938944,4.2055797691453733e-4,0,0,0,0,0,11,2010
2010-12-01,209.791,Chicago,219.179,7.25,8.25,8.25,7.75,8.25,5.346111797043958,5.389888747564759,2.1102132003465894,2.0476928433652555,0.004074239806377555,0.0017169659591935726,0,0,0,0,0,12,2010
2011-01-01,210.474,Chicago,220.223,7.25,8.25,8.25,7.75,8.25,5.349362130054346,5.394640669333552,2.1102132003465894,2.0476928433652555,0.003250333010388573,0.0047519217687925774,0,0,0,0,0,1,2011
2011-02-01,209.636,Chicago,221.309,7.25,8.25,8.25,7.75,8.25,5.345372693423752,5.39955991500547,2.1102132003465894,2.0476928433652555,-0.003989436630593701,0.004919245671917594,0,0,0,0,0,2,2011
2011-03-01,210.781,Chicago,223.467,7.25,8.25,8.25,7.75,8.25,5.3508196797776755,5.409263752145429,2.1102132003465894,2.0476928433652555,0.0054469863539230445,0.009703837139959148,0,0,0,0,0,3,2011
2011-04-01,211.61,Chicago,224.906,7.25,8.25,8.25,7.75,8.25,5.35474495784668,5.4156825371331925,2.1102132003465894,2.0476928433652555,0.003925278069004889,0.006418784987763715,0,0,0,0,0,4,2011
2011-05-01,210.725,Chicago,225.964,7.25,8.25,8.25,7.75,8.25,5.350553965883546,5.4203756945485635,2.1102132003465894,2.0476928433652555,-0.004190991963134216,0.004693157415371019,0,0,0,0,0,5,2011
2011-06-01,212.251,Chicago,225.722,7.25,8.25,8.25,7.75,8.25,5.357769536605564,5.419304153596862,2.1102132003465894,2.0476928433652555,0.007215570722017617,-0.0010715409517016994,0,0,0,0,0,6,2011
2011-07-01,212.533,Chicago,225.922,7.25,8.25,8.25,7.75,8.25,5.359097270425235,5.420189806956911,2.1102132003465894,2.0476928433652555,0.0013277338196715505,8.856533600489769e-4,0,0,0,0,0,7,2011
2011-08-01,212.097,Chicago,226.545,7.25,8.25,8.25,7.75,8.25,5.357043717199035,5.4229436006864145,2.1102132003465894,2.0476928433652555,-0.0020535532262000444,0.002753793729503684,0,0,0,0,0,8,2011
2011-09-01,214.71,Chicago,226.889,7.25,8.25,8.25,7.75,8.25,5.3692882804186155,5.424460911104236,2.1102132003465894,2.0476928433652555,0.012244563219580229,0.0015173104178218821,0,0,0,0,0,9,2011
2011-10-01,214.577,Chicago,226.421,7.25,8.25,8.25,7.75,8.25,5.368668648311166,5.422396098211185,2.1102132003465894,2.0476928433652555,-6.196321074494193e-4,-0.002064812893051382,0,0,0,0,0,10,2011
2011-11-01,214.776,Chicago,226.23,7.25,8.25,8.25,7.75,8.25,5.3695956245486665,5.421552180882665,2.1102132003465894,2.0476928433652555,9.269762375003765e-4,-8.439173285195167e-4,0,0,0,0,0,11,2011
2011-12-01,215.383,Chicago,225.672,7.25,8.25,8.25,7.75,8.25,5.372417838673633,5.419082617642886,2.1102132003465894,2.0476928433652555,0.0028222141249667487,-0.0024695632397797596,0,0,0,0,0,12,2011
2012-01-01,215.486,Chicago,226.665,7.25,8.25,8.25,7.75,8.25,5.372895942236257,5.423473156533833,2.1102132003465894,2.0476928433652555,4.7810356262356635e-4,0.004390538890947759,0,0,0,0,0,1,2012
2012-02-01,215.032,Chicago,227.663,7.25,8.25,8.25,7.75,8.25,5.370786854261807,5.42786646535571,2.1102132003465894,2.0476928433652555,-0.0021090879744498636,0.004393308821876829,0,0,0,0,0,2,2012
2012-03-01,215.444,Chicago,229.392,7.25,8.25,8.25,7.75,8.25,5.3727010149852745,5.435432330503912,2.1102132003465894,2.0476928433652555,0.0019141607234676172,0.007565865148201567,0,0,0,0,0,3,2012
2012-04-01,217.386,Chicago,230.085,7.25,8.25,8.25,7.75,8.25,5.381674575189403,5.438448805868182,2.1102132003465894,2.0476928433652555,0.008973560204128539,0.003016475364270299,0,0,0,0,0,4,2012
2012-05-01,218.12,Chicago,229.815,7.25,8.25,8.25,7.75,8.25,5.385045370057861,5.437274637435826,2.1102132003465894,2.0476928433652555,0.003370794868457594,-0.0011741684323558488,0,0,0,0,0,5,2012
2012-06-01,219.074,Chicago,229.478,7.25,8.25,8.25,7.75,8.25,5.389409572284686,5.435807164339233,2.1102132003465894,2.0476928433652555,0.00436420222682532,-0.0014674730965928973,0,0,0,0,0,6,2012
2012-07-01,221.27,Chicago,229.104,7.25,8.25,8.25,7.75,8.25,5.39938367528284,5.434176048931651,2.1102132003465894,2.0476928433652555,0.009974102998153711,-0.0016311154075827616,0,0,0,0,0,7,2012
2012-08-01,221.655,Chicago,230.379,7.25,8.25,8.25,7.75,8.25,5.401122119023707,5.439725778834369,2.1102132003465894,2.0476928433652555,0.0017384437408676234,0.00554972990271807,0,0,0,0,0,8,2012
2012-09-01,222.008,Chicago,231.407,7.25,8.25,8.25,7.75,8.25,5.402713417259033,5.444178064950263,2.1102132003465894,2.0476928433652555,0.0015912982353256666,0.004452286115894211,0,0,0,0,0,9,2012
2012-10-01,222.023,Chicago,231.317,7.25,8.25,8.25,7.75,8.25,5.402780980109401,5.443789064158711,2.1102132003465894,2.0476928433652555,6.756285036768617e-5,-3.890007915519078e-4,0,0,0,0,0,10,2012
2012-11-01,222.177,Chicago,230.221,7.25,8.25,8.25,7.75,8.25,5.4034743614969285,5.439039717148753,2.1102132003465894,2.0476928433652555,6.933813875278361e-4,-0.004749347009957994,0,0,0,0,0,11,2012
2012-12-01,223.362,Chicago,229.601,7.25,8.25,8.25,7.75,8.25,5.4087937736886476,5.436343019836624,2.1102132003465894,2.0476928433652555,0.005319412191719053,-0.0026966973121291815,0,0,0,0,0,12,2012
2013-01-01,223.404,Chicago,230.28,7.25,8.25,8.25,7.75,8.25,5.4089817915777605,5.439295959807609,2.1102132003465894,2.0476928433652555,1.880178891129347e-4,0.0029529399709851134,0,0,0,0,0,1,2013
2013-02-01,223.631,Chicago,232.166,7.25,8.25,8.25,7.75,8.25,5.409997372100586,5.447452633047269,2.1102132003465894,2.0476928433652555,0.0010155805228251324,0.008156673239660073,0,0,0,0,0,2,2013
2013-03-01,224.023,Chicago,232.773,7.25,8.25,8.25,7.75,8.25,5.411748725155385,5.4500637297497105,2.1102132003465894,2.0476928433652555,0.0017513530547992318,0.002611096702441529,0,0,0,0,0,3,2013
2013-04-01,222.862,Chicago,232.531,7.25,8.25,8.25,7.75,8.25,5.40655274582256,5.4490235494726456,2.1102132003465894,2.0476928433652555,-0.005195979332825118,-0.0010401802770649837,0,0,0,0,0,4,2013
2013-05-01,222.998,Chicago,232.945,7.25,8.25,8.25,7.75,8.25,5.407162802810035,5.4508023741990135,2.1102132003465894,2.0476928433652555,6.100569874751827e-4,0.0017788247263679224,0,0,0,0,0,5,2013
2013-06-01,224.096,Chicago,233.504,7.25,8.25,8.25,7.75,8.25,5.412074531473107,5.45319920758321,2.1102132003465894,2.0476928433652555,0.00491172866307199,0.002396833384196384,0,0,0,0,0,6,2013
2013-07-01,224.239,Chicago,233.596,7.25,8.25,8.25,7.75,8.25,5.412712447338919,5.453593127519795,2.1102132003465894,2.0476928433652555,6.379158658118556e-4,3.9391993658544067e-4,0,0,0,0,0,7,2013
2013-08-01,224.231,Chicago,233.877,7.25,8.25,8.25,7.75,8.25,5.412676770482046,5.454795336134386,2.1102132003465894,2.0476928433652555,-3.567685687233535e-5,0.0012022086145906385,0,0,0,0,0,8,2013
2013-09-01,224.118,Chicago,234.149,7.25,8.25,8.25,7.75,8.25,5.41217269886644,5.455957664853829,2.1102132003465894,2.0476928433652555,-5.04071615606172e-4,0.0011623287194426624,0,0,0,0,0,9,2013
2013-10-01,224.446,Chicago,233.546,7.25,8.25,8.25,7.75,8.25,5.413635143728083,5.453379059847906,2.1102132003465894,2.0476928433652555,0.0014624448616427088,-0.002578605005922441,0,0,0,0,0,10,2013
2013-11-01,224.607,Chicago,233.069,7.25,8.25,8.25,7.75,8.25,5.414352208336932,5.451334547064749,2.1102132003465894,2.0476928433652555,7.170646088487942e-4,-0.002044512783156982,0,0,0,0,0,11,2013
2013-12-01,224.607,Chicago,233.049,7.25,8.25,8.25,7.75,8.25,5.414352208336932,5.451248731884849,2.1102132003465894,2.0476928433652555,0,-8.581517989991738e-5,0,0,0,0,0,12,2013
2014-01-01,224.183,Chicago,233.916,7.25,8.25,8.25,7.75,8.25,5.412462682607076,5.454962076552008,2.1102132003465894,2.0476928433652555,-0.0018895257298554569,0.003713344667159113,0,0,0,0,0,1,2014
2014-02-01,229.943,Chicago,234.781,7.25,8.25,8.25,7.75,8.25,5.437831452122279,5.45865316474789,2.1102132003465894,2.0476928433652555,0.02536876951520295,0.0036910881958815978,0,0,0,0,0,2,2014
2014-03-01,230.312,Chicago,236.293,7.25,8.25,8.25,7.75,8.25,5.439434911417934,5.4650725603939465,2.1102132003465894,2.0476928433652555,0.0016034592956550853,0.006419395646056536,0,0,0,0,0,3,2014
2014-04-01,231.27,Chicago,237.072,7.25,8.25,8.25,7.75,8.25,5.44358585913928,5.468363892466379,2.1102132003465894,2.0476928433652555,0.004150947721345943,0.0032913320724325956,0,0,0,0,0,4,2014
2014-05-01,231.989,Chicago,237.9,7.25,8.25,8.25,7.75,8.25,5.446689956749137,5.471850417308912,2.1102132003465894,2.0476928433652555,0.0031040976098566375,0.0034865248425326456,0,0,0,0,0,5,2014
2014-06-01,231.582,Chicago,238.343,7.25,8.25,8.25,7.75,8.25,5.444934022471214,5.4737108126439455,2.1102132003465894,2.0476928433652555,-0.001755934277922755,0.0018603953350337932,0,0,0,0,0,6,2014
2014-07-01,231.642,Chicago,238.25,7.25,8.25,8.25,7.75,8.25,5.445193076407692,5.473320542534312,2.1102132003465894,2.0476928433652555,2.5905393647818187e-4,-3.902701096336614e-4,0,0,0,0,0,7,2014
2014-08-01,231.642,Chicago,237.852,7.25,8.25,8.25,7.75,8.25,5.445193076407692,5.471648631503859,2.1102132003465894,2.0476928433652555,0,-0.0016719110304528328,0,0,0,0,0,8,2014
2014-09-01,233.945,Chicago,238.031,7.25,8.25,8.25,7.75,8.25,5.455086044995786,5.472400917290247,2.1102132003465894,2.0476928433652555,0.009892968588093964,7.522857863877519e-4,0,0,0,0,0,9,2014
2014-10-01,234.207,Chicago,237.433,7.25,8.25,8.25,7.75,8.25,5.456205339700725,5.469885478412363,2.1102132003465894,2.0476928433652555,0.001119294704938767,-0.0025154388778840797,0,0,0,0,0,10,2014
2014-11-01,235.579,Chicago,236.151,7.25,8.25,8.25,7.75,8.25,5.462046313679113,5.464471430929815,2.1102132003465894,2.0476928433652555,0.005840973978387787,-0.005414047482547701,0,0,0,0,0,11,2014
2014-12-01,235.088,Chicago,234.812,7.25,8.25,8.25,7.75,8.25,5.4599599121335904,5.45878519397339,2.1102132003465894,2.0476928433652555,-0.0020864015455224205,-0.005686236956425006,0,0,0,0,0,12,2014
2015-01-01,235.255,Chicago,233.707,7.25,8.25,8.25,7.75,8.25,5.460670032224749,5.45406819402734,2.1102132003465894,2.0476928433652555,7.101200911581174e-4,-0.0047169999460496825,0,0,0,0,0,1,2015
2015-02-01,236.108,Chicago,234.722,7.25,8.25,8.25,7.75,8.25,5.4642893274649,5.4584018351490995,2.1102132003465894,2.0476928433652555,0.0036192952401510325,0.0043336411217591575,0,0,0,0,0,2,2015
2015-03-01,236.57,Chicago,236.119,7.25,8.25,8.25,7.75,8.25,5.466244147224316,5.464335915228843,2.1102132003465894,2.0476928433652555,0.0019548197594163597,0.005934080079743609,0,0,0,0,0,3,2015
2015-04-01,237.745,Chicago,236.599,7.25,8.25,8.25,7.75,8.25,5.471198670710139,5.466366724992667,2.1102132003465894,2.0476928433652555,0.004954523485823259,0.0020308097638235267,0,0,0,0,0,4,2015
2015-05-01,237.04,Chicago,237.805,7.25,8.25,8.25,7.75,8.25,5.4682289032653095,5.471451010107966,2.1102132003465894,2.0476928433652555,-0.002969767444829685,0.005084285115299458,0,0,0,0,0,5,2015
2015-06-01,239.574,Chicago,238.638,7.25,8.25,8.25,7.75,8.25,5.478862346162886,5.4749477593467,2.1102132003465894,2.0476928433652555,0.010633442897576728,0.0034967492387343313,0,0,0,0,0,6,2015
2015-07-01,239.735,Chicago,238.654,7.25,8.25,8.25,7.75,8.25,5.479534146634212,5.475014804258436,2.1102132003465894,2.0476928433652555,6.718004713253123e-4,6.704491173525895e-5,0,0,0,0,0,7,2015
2015-08-01,240.318,Chicago,238.316,7.25,8.25,8.25,7.75,8.25,5.481963046304123,5.473597524108414,2.1102132003465894,2.0476928433652555,0.002428899669911111,-0.001417280150021405,0,0,0,0,0,8,2015
2015-09-01,242.183,Chicago,237.945,7.25,8.25,8.25,7.75,8.25,5.489693638729882,5.4720395545285285,2.1102132003465894,2.0476928433652555,0.007730592425759575,-0.001557969579885743,0,0,0,0,0,9,2015
2015-10-01,242.372,Chicago,237.838,7.25,8.25,8.25,7.75,8.25,5.4904737359720315,5.471589769640023,2.1102132003465894,2.0476928433652555,7.800972421492247e-4,-4.497848885058886e-4,0,0,0,0,0,10,2015
2015-11-01,243.097,Chicago,237.336,7.25,8.25,8.25,7.75,8.25,5.493460540645356,5.469476858635799,2.1102132003465894,2.0476928433652555,0.0029868046733243503,-0.0021129110042235055,0,0,0,0,0,11,2015
2015-12-01,244.185,Chicago,236.525,7.25,8.25,8.25,7.75,8.25,5.497926134728583,5.466053910590508,2.1102132003465894,2.0476928433652555,0.004465594083226776,-0.0034229480452907524,0,0,0,0,0,12,2015
2016-01-01,245.031,Chicago,236.916,7.25,8.25,8.25,7.75,8.25,5.5013847331526495,5.467705647930092,2.1102132003465894,2.0476928433652555,0.0034585984240669276,0.001651737339583903,0,0,0,0,0,1,2016
2016-02-01,245.031,Chicago,237.111,7.25,8.25,8.25,7.75,8.25,5.5013847331526495,5.468528385921808,2.1102132003465894,2.0476928433652555,0,8.227379917160604e-4,0,0,0,0,0,2,2016
2016-03-01,245.032,Chicago,238.132,7.25,8.25,8.25,7.75,8.25,5.501388814260588,5.472825141774361,2.1102132003465894,2.0476928433652555,4.081107938702644e-6,0.004296755852553069,0,0,0,0,0,3,2016
2016-04-01,247.301,Chicago,239.261,7.25,8.25,8.25,7.75,8.25,5.510606218190849,5.4775550062876475,2.1102132003465894,2.0476928433652555,0.009217403930260382,0.004729864513286053,0,0,0,0,0,4,2016
2016-05-01,247.752,Chicago,240.229,7.25,8.25,8.25,7.75,8.25,5.512428245831399,5.481592635081006,2.1102132003465894,2.0476928433652555,0.0018220276405500613,0.004037628793358117,0,0,0,0,0,5,2016
2016-06-01,248.33,Chicago,241.018,7.25,8.25,8.25,7.75,8.25,5.514758506802571,5.484871619498266,2.1102132003465894,2.0476928433652555,0.002330260971172393,0.0032789844172604887,0,0,0,0,0,6,2016
2016-07-01,248.595,Chicago,240.628,7.25,8.25,8.25,7.75,8.25,5.515825066243617,5.4832521724967975,2.1102132003465894,2.0476928433652555,0.0010665594410461665,-0.0016194470014685436,0,0,0,0,0,7,2016
2016-08-01,248.998,Chicago,240.849,7.25,8.25,8.25,7.75,8.25,5.517444864303936,5.484170181105808,2.1102132003465894,2.0476928433652555,0.0016197980603189777,9.180086090108119e-4,0,0,0,0,0,8,2016
2016-09-01,248.982,Chicago,241.428,7.25,8.25,8.25,7.75,8.25,5.517380604695094,5.4865712919951,2.1102132003465894,2.0476928433652555,-6.425960884204329e-5,0.0024011108892914024,0,0,0,0,0,9,2016
2016-10-01,250.838,Chicago,241.729,7.25,8.25,8.25,7.75,8.25,5.52480731243302,5.487817263962557,2.1102132003465894,2.0476928433652555,0.007426707737925753,0.0012459719674575709,0,0,0,0,0,10,2016
2016-11-01,250.838,Chicago,241.353,7.25,8.25,8.25,7.75,8.25,5.52480731243302,5.486260592110044,2.1102132003465894,2.0476928433652555,0,-0.0015566718525130696,0,0,0,0,0,11,2016
2016-12-01,250.838,Chicago,241.432,7.25,8.25,8.25,7.75,8.25,5.52480731243302,5.486587859944402,2.1102132003465894,2.0476928433652555,0,3.272678343577695e-4,0,0,0,0,0,12,2016
2017-01-01,250.726,Chicago,242.839,7.25,8.25,8.25,7.75,8.25,5.524360709399861,5.492398672316018,2.1102132003465894,2.0476928433652555,-4.466030331586879e-4,0.005810812371615626,0,0,0,0,0,1,2017
2017-02-01,250.726,Chicago,243.603,7.25,8.25,8.25,7.75,8.25,5.524360709399861,5.495539851030846,2.1102132003465894,2.0476928433652555,0,0.003141178714828108,0,0,0,0,0,2,2017
2017-03-01,250.953,Chicago,243.801,7.25,8.25,8.25,7.75,8.25,5.525265670602112,5.496352318761483,2.1102132003465894,2.0476928433652555,9.04961202250476e-4,8.124677306371453e-4,0,0,0,0,0,3,2017
2017-04-01,252.175,Chicago,244.524,7.25,8.25,8.25,7.75,8.25,5.5301232909408995,5.4993134636068,2.1102132003465894,2.0476928433652555,0.0048576203387877825,0.0029611448453170652,0,0,0,0,0,4,2017
2017-05-01,252.623,Chicago,244.733,7.25,8.25,8.25,7.75,8.25,5.531898258819611,5.500167820367001,2.1102132003465894,2.0476928433652555,0.0017749678787115641,8.543567602012914e-4,0,0,0,0,0,5,2017
2017-06-01,252.87,Chicago,244.955,7.25,8.25,8.25,7.75,8.25,5.5328755226775,5.501074520205302,2.1102132003465894,2.0476928433652555,9.77263857889099e-4,9.066998383007174e-4,0,0,0.19237189264745647,0,0,6,2017
2017-07-01,252.94,Chicago,244.786,7.25,8.25,10,7.75,10,5.53315230645183,5.500384359460303,2.302585092994046,2.0476928433652555,2.7678377433026924e-4,-6.901607449991687e-4,0.19237189264745647,0,0,0,1,7,2017
2017-08-01,253.003,Chicago,245.519,7.25,8.25,10,7.75,10,5.533401346364728,5.503374337315242,2.302585092994046,2.0476928433652555,2.490399128971532e-4,0.002989977854939596,0,0,0,0.19237189264745647,0,8,2017
2017-09-01,253.69,Chicago,246.819,7.25,8.25,10,7.75,10,5.536113049194561,5.508655274481298,2.302585092994046,2.0476928433652555,0.002711702829833129,0.005280937166055821,0,0,0,0,0,9,2017
2017-10-01,253.649,Chicago,246.663,7.25,8.25,10,7.75,10,5.535951421564557,5.508023032554758,2.302585092994046,2.0476928433652555,-1.6162763000338032e-4,-6.322419265405443e-4,0,0,0,0,0,10,2017
2017-11-01,253.91,Chicago,246.669,7.25,8.25,10,7.75,10,5.5369798735199165,5.508047356944825,2.302585092994046,2.0476928433652555,0.0010284519553591664,2.4324390067498314e-5,0,0,0,0,0,11,2017
2017-12-01,253.904,Chicago,246.524,7.25,8.25,10,7.75,10,5.536956242820486,5.507459351826432,2.302585092994046,2.0476928433652555,-2.3630699430121638e-5,-5.880051183932977e-4,0,0,0,0,0,12,2017
2018-01-01,256.782,Chicago,247.867,7.25,8.25,10,7.75,10,5.548227475901201,5.512892311987312,2.302585092994046,2.0476928433652555,0.011271233080714538,0.005432960160880462,0,0,0,0,0,1,2018
2018-02-01,257.364,Chicago,248.991,7.25,8.25,10,7.75,10,5.550491425240825,5.5174167512331636,2.302585092994046,2.0476928433652555,0.0022639493396239274,0.0045244392458512195,0,0,0,0,0,2,2018
2018-03-01,257.476,Chicago,249.554,7.25,8.25,10,7.75,10,5.550926511876543,5.519675324639091,2.302585092994046,2.0476928433652555,4.350866357185623e-4,0.0022585734059274998,0,0,0,0,0,3,2018
2018-04-01,257.476,Chicago,250.546,7.25,8.25,10,7.75,10,5.550926511876543,5.523642536401024,2.302585092994046,2.0476928433652555,0,0.00396721176193271,0,0,0,0,0,4,2018
2018-05-01,260.567,Chicago,251.588,7.25,8.25,10,7.75,10,5.562860025820501,5.527792828935278,2.302585092994046,2.0476928433652555,0.011933513943957585,0.004150292534253808,0,0,0,0,0,5,2018
2018-06-01,262.01,Chicago,251.989,7.25,8.25,10,7.75,10,5.568382670971651,5.5293854357650485,2.302585092994046,2.0476928433652555,0.005522645151150307,0.001592606829770915,0,0,0.09531017980432477,0,0,6,2018
2018-07-01,262.199,Chicago,252.006,7.25,8.25,11,7.75,11,5.569103757439795,5.52945289675179,2.3978952727983707,2.0476928433652555,7.210864681432838e-4,6.746098674170753e-5,0.09531017980432477,0,0,0,1,7,2018
2018-08-01,262.199,Chicago,252.146,7.25,8.25,11,7.75,11,5.569103757439795,5.530008284823636,2.3978952727983707,2.0476928433652555,0,5.553880718460746e-4,0,0,0,0.09531017980432477,0,8,2018
2018-09-01,263.823,Chicago,252.439,7.25,8.25,11,7.75,11,5.575278423745703,5.531169635370845,2.3978952727983707,2.0476928433652555,0.006174666305908794,0.0011613505472087837,0,0,0,0,0,9,2018
2018-10-01,263.823,Chicago,252.885,7.25,8.25,11,7.75,11,5.575278423745703,5.532934839935874,2.3978952727983707,2.0476928433652555,0,0.0017652045650287107,0,0,0,0,0,10,2018
2018-11-01,264.147,Chicago,252.038,7.25,8.25,11,7.75,11,5.576505766362413,5.529579869793997,2.3978952727983707,2.0476928433652555,0.0012273426167093149,-0.0033549701418769118,0,0,0,0,0,11,2018
2018-12-01,265.049,Chicago,251.233,7.25,8.25,11,7.75,11,5.579914714553655,5.526380795392588,2.3978952727983707,2.0476928433652555,0.003408948191242267,-0.0031990744014089856,0,0,0,0,0,12,2018
2019-01-01,265.341,Chicago,251.712,7.25,9.25,11,8.25,11,5.581015791231198,5.528285576809345,2.3978952727983707,2.1102132003465894,0.0011010766775427783,0.0019047814167567623,0,0.06252035698133396,0,0,0,1,2019
2019-02-01,265.129,Chicago,252.776,7.25,9.25,11,8.25,11,5.580216499994044,5.532503721057067,2.3978952727983707,2.1102132003465894,-7.99291237154165e-4,0.004218144247722044,0,0,0,0,0,2,2019
2019-03-01,265.703,Chicago,254.202,7.25,9.25,11,8.25,11,5.582379143631646,5.538129226545016,2.3978952727983707,2.1102132003465894,0.002162643637602102,0.005625505487949489,0,0,0,0,0,3,2019
2019-04-01,267.41,Chicago,255.548,7.25,9.25,11,8.25,11,5.588783061126403,5.543410258926571,2.3978952727983707,2.1102132003465894,0.006403917494757216,0.005281032381554418,0,0,0,0,0,4,2019
2019-05-01,269.857,Chicago,256.092,7.25,9.25,11,8.25,11,5.597892189065432,5.5455367549198344,2.3978952727983707,2.1102132003465894,0.009109127939028738,0.002126495993263866,0,0,0,0,0,5,2019
2019-06-01,269.805,Chicago,256.143,7.25,9.25,11,8.25,11,5.597699475848044,5.545735882274148,2.3978952727983707,2.1102132003465894,-1.9271321738756342e-4,1.9912735431315554e-4,0,0,0.08701137698962969,0,0,6,2019
2019-07-01,270.406,Chicago,256.571,7.25,9.25,12,8.25,12,5.599924533271741,5.547405429426817,2.4849066497880004,2.1102132003465894,0.002225057423697052,0.0016695471526695371,0.08701137698962969,0,0,0,1,7,2019
2019-08-01,270.406,Chicago,256.558,7.25,9.25,12,8.25,12,5.599924533271741,5.547354759907056,2.4849066497880004,2.1102132003465894,0,-5.066951976129275e-5,0,0,0,0.08701137698962969,0,8,2019
2019-09-01,270.847,Chicago,256.759,7.25,9.25,12,8.25,12,5.601554085801104,5.548137901748347,2.4849066497880004,2.1102132003465894,0.001629552529363032,7.83141841290913e-4,0,0,0,0,0,9,2019
2019-10-01,271.474,Chicago,257.346,7.25,9.25,12,8.25,12,5.60386637051574,5.550421482943192,2.4849066497880004,2.1102132003465894,0.0023122847146357373,0.0022835811948453966,0,0,0,0,0,10,2019
2019-11-01,271.631,Chicago,257.208,7.25,9.25,12,8.25,12,5.604444527610125,5.549885096078806,2.4849066497880004,2.1102132003465894,5.781570943854675e-4,-5.363868643861736e-4,0,0,0,0,0,11,2019
2019-12-01,271.631,Chicago,256.974,7.25,9.25,12,8.25,12,5.604444527610125,5.5489749124622865,2.4849066497880004,2.1102132003465894,0,-9.10183616519511e-4,0,0,0,0,0,12,2019
2020-01-01,272.445,Chicago,257.971,7.25,10,12,8.625,12,5.607436758869516,5.55284717550314,2.4849066497880004,2.1546649629174235,0.002992231259391076,0.0038722630408534187,0,0.04445176257083405,0,0,0,1,2020
2020-02-01,272.445,Chicago,258.678,7.25,10,12,8.625,12,5.607436758869516,5.555584044988274,2.4849066497880004,2.1546649629174235,0,0.0027368694851341857,0,0,0,0,0,2,2020
2020-03-01,272.968,Chicago,258.115,7.25,10,12,8.625,12,5.609354572197398,5.553405222044751,2.4849066497880004,2.1546649629174235,0.0019178133278812126,-0.0021788229435228956,0,0,0,0,0,3,2020
2020-04-01,272.968,Chicago,256.389,7.25,10,12,8.625,12,5.609354572197398,5.5466958224101415,2.4849066497880004,2.1546649629174235,0,-0.006709399634609703,0,0,0,0,0,4,2020
2020-05-01,272.961,Chicago,256.394,7.25,10,12,8.625,12,5.6093289278370495,5.546715323836671,2.4849066497880004,2.1546649629174235,-2.5644360348131556e-5,1.950142652962228e-5,0,0,0,0,0,5,2020
2020-06-01,268.653,Chicago,257.797,7.25,10,12,8.625,12,5.593420584058321,5.5521724535095265,2.4849066497880004,2.1546649629174235,-0.01590834377872863,0.0054571296728553875,0,0,0.08004270767353638,0,0,6,2020
2020-07-01,270.282,Chicago,259.101,7.25,10,13,8.625,13,5.5994658583902055,5.557217947074317,2.5649493574615367,2.1546649629174235,0.00604527433188462,0.005045493564790782,0.08004270767353638,0,0,0,1,7,2020
2020-08-01,272.882,Chicago,259.918,7.25,10,13,8.625,13,5.609039467312496,5.560366196655956,2.5649493574615367,2.1546649629174235,0.009573608922290866,0.003148249581638396,0,0,0,0.08004270767353638,0,8,2020
2020-09-01,285.383,Chicago,260.28,7.25,10,13,8.625,13,5.653832137746566,5.561757974626783,2.5649493574615367,2.1546649629174235,0.044792670434069315,0.0013917779708272349,0,0,0,0,0,9,2020
2020-10-01,285.745,Chicago,260.388,7.25,10,13,8.625,13,5.655099804709058,5.562172826323254,2.5649493574615367,2.1546649629174235,0.0012676669624926973,4.148516964708193e-4,0,0,0,0,0,10,2020
2020-11-01,285.191,Chicago,260.229,7.25,10,13,8.625,13,5.6531591312399705,5.561562012596681,2.5649493574615367,2.1546649629174235,-0.0019406734690878835,-6.108137265723457e-4,0,0,0,0,0,11,2020
2020-12-01,285.114,Chicago,260.474,7.25,10,13,8.625,13,5.652889100289977,5.5625030481508455,2.5649493574615367,2.1546649629174235,-2.700309499932274e-4,9.41035554164138e-4,0,0,0,0,0,12,2020
2021-01-01,288.005,Chicago,261.582,7.25,11,13,9.125,13,5.662977841096355,5.566747809876261,2.5649493574615367,2.211017899468555,0.010088740806377672,0.004244761725415103,0,0.056352936551131716,0,0,0,1,2021
2021-02-01,294.649,Chicago,263.014,7.25,11,13,9.125,13,5.685784817421045,5.572207262700159,2.5649493574615367,2.211017899468555,0.022806976324689643,0.005459452823898481,0,0,0,0,0,2,2021
2021-03-01,290.915,Chicago,264.877,7.25,11,13,9.125,13,5.673031128283151,5.579265567291434,2.5649493574615367,2.211017899468555,-0.012753689137893431,0.007058304591274656,0,0,0,0,0,3,2021
2021-04-01,292.196,Chicago,267.054,7.25,11,13,9.125,13,5.677424809968965,5.587450885142054,2.5649493574615367,2.211017899468555,0.004393681685813888,0.0081853178506206,0,0,0,0,0,4,2021
