date,fafh,metro,cpi_all_us,federal_rate,core_state_rate,local_rate_max,multistate_avg_rate,mw_core_local,log_fafh,log_cpi_all_us,log_mw_core_local,log_mw_multistate,dlog_fafh,dlog_cpi_all_us,dlog_mw_core_local,dlog_mw_multistate,lead_dlog_mw_core,lag_dlog_mw_core,treated_core,month,year
2021-05-01,294.432,Chicago,269.195,7.25,11,13,9.125,13,5.6850480765999505,5.595436024046819,2.5649493574615367,2.211017899468555,0.007623266630985448,0.00798513890476471,0,0,0,0,0,5,2021
2021-06-01,300.483,Chicago,271.696,7.25,11,13,9.125,13,5.705391179995617,5.604683794203946,2.5649493574615367,2.211017899468555,0.020343103395666695,0.009247770157126745,0,0,0,0,0,6,2021
2021-07-01,299.383,Chicago,273.003,7.25,11,13,9.125,13,5.701723690146349,5.60948278413557,2.5649493574615367,2.211017899468555,-0.003667489849267902,0.004798989931623865,0,0,0,0,0,7,2021
2021-08-01,303.692,Chicago,273.567,7.25,11,13,9.125,13,5.716014029920096,5.61154656443885,2.5649493574615367,2.211017899468555,0.01429033977374683,0.0020637803032803603,0,0,0,0,0,8,2021
2021-09-01,304.862,Chicago,274.31,7.25,11,13,9.125,13,5.719859215200551,5.614258853713599,2.5649493574615367,2.211017899468555,0.003845185280455077,0.002712289274748869,0,0,0,0,0,9,2021
2021-10-01,306.969,Chicago,276.589,7.25,11,13,9.125,13,5.72674676528996,5.622532649820921,2.5649493574615367,2.211017899468555,0.006887550089408556,0.008273796107322262,0,0,0,0,0,10,2021
2021-11-01,309.611,Chicago,277.948,7.25,11,13,9.125,13,5.735316670800169,5.627434045834824,2.5649493574615367,2.211017899468555,0.00856990551020953,0.004901396013902826,0,0,0,0,0,11,2021
2021-12-01,310.721,Chicago,278.802,7.25,11,13,9.125,13,5.738895403429398,5.630501852461786,2.5649493574615367,2.211017899468555,0.003578732629228476,0.003067806626962266,0,0,0,0,0,12,2021
2022-01-01,311.365,Chicago,281.148,7.25,12,13,9.625,13,5.7409658574504085,5.638881221072503,2.5649493574615367,2.264363880173848,0.0020704540210108036,0.008379368610716753,0,0.05334598070529273,0,0,0,1,2022
2022-02-01,311.497,Chicago,283.716,7.25,12,13,9.625,13,5.7413897073625115,5.6479737378276225,2.5649493574615367,2.264363880173848,4.238499121029804e-4,0.009092516755119462,0,0,0,0,0,2,2022
2022-03-01,313.501,Chicago,287.504,7.25,12,13,9.625,13,5.747802549860552,5.661236773184098,2.5649493574615367,2.264363880173848,0.006412842498040305,0.013263035356475328,0,0,0,0,0,3,2022
2022-04-01,316.77,Chicago,289.109,7.25,12,13,9.625,13,5.758175958486532,5.666803779634244,2.5649493574615367,2.264363880173848,0.010373408625980574,0.005567006450146295,0,0,0,0,0,4,2022
2022-05-01,320.682,Chicago,292.296,7.25,12,13,9.625,13,5.770449977902215,5.677766987452919,2.5649493574615367,2.264363880173848,0.012274019415682957,0.010963207818674547,0,0,0,0,0,5,2022
2022-06-01,323.1,Chicago,296.311,7.25,12,13,9.625,13,5.777961872830453,5.691409578426364,2.5649493574615367,2.264363880173848,0.007511894928237339,0.013642590973445223,0,0,0,0,0,6,2022
2022-07-01,324.174,Chicago,296.276,7.25,12,13,9.625,13,5.781280408676585,5.691291452311412,2.5649493574615367,2.264363880173848,0.0033185358461320646,-1.1812611495187753e-4,0,0,0,0,0,7,2022
2022-08-01,327.905,Chicago,296.171,7.25,12,13,9.625,13,5.792723932285732,5.690936990220797,2.5649493574615367,2.264363880173848,0.011443523609147022,-3.544620906152929e-4,0,0,0,0,0,8,2022
2022-09-01,330.652,Chicago,296.808,7.25,12,13,9.625,13,5.801066462794348,5.693085465107866,2.5649493574615367,2.264363880173848,0.008342530508616441,0.0021484748870692627,0,0,0,0,0,9,2022
2022-10-01,331.052,Chicago,298.012,7.25,12,13,9.625,13,5.802275462736083,5.697133754151028,2.5649493574615367,2.264363880173848,0.0012089999417348452,0.004048289043161901,0,0,0,0,0,10,2022
2022-11-01,331.47,Chicago,297.711,7.25,12,13,9.625,13,5.803537307793193,5.6961232172887115,2.5649493574615367,2.264363880173848,0.0012618450571100226,-0.0010105368623163358,0,0,0,0,0,11,2022
2022-12-01,331.484,Chicago,296.797,7.25,12,13,9.625,13,5.803579543001073,5.693048403425429,2.5649493574615367,2.264363880173848,4.2235207879492975e-5,-0.003074813863282344,0,0,0,0,0,12,2022
2023-01-01,331.484,Chicago,299.17,7.25,13,13,10.125,13,5.803579543001073,5.701011973693533,2.5649493574615367,2.315007612992603,0,0.007963570268104014,0,0.050643732818755005,0,0,0,1,2023
2023-02-01,331.484,Chicago,300.84,7.25,13,13,10.125,13,5.803579543001073,5.706578561958202,2.5649493574615367,2.315007612992603,0,0.005566588264668937,0,0,0,0,0,2,2023
2023-03-01,332.885,Chicago,301.836,7.25,13,13,10.125,13,5.807797084989662,5.709883823514177,2.5649493574615367,2.315007612992603,0.004217541988589701,0.003305261555975214,0,0,0,0,0,3,2023
2023-04-01,332.789,Chicago,303.363,7.25,13,13,10.125,13,5.8075086555161795,5.714930108258265,2.5649493574615367,2.315007612992603,-2.88429473482843e-4,0.00504628474408797,0,0,0,0,0,4,2023
2023-05-01,338.613,Chicago,304.127,7.25,13,13,10.125,13,5.824857862346552,5.717445377325384,2.5649493574615367,2.315007612992603,0.017349206830372665,0.0025152690671186306,0,0,0,0,0,5,2023
2023-06-01,338.613,Chicago,305.109,7.25,13,13,10.125,13,5.824857862346552,5.720669089812625,2.5649493574615367,2.315007612992603,0,0.0032237124872409595,0,0,0,0,0,6,2023
2023-07-01,338.461,Chicago,305.691,7.25,13,13,10.125,13,5.82440887153446,5.722574787835338,2.5649493574615367,2.315007612992603,-4.489908120923758e-4,0.0019056980227132314,0,0,0,0,0,7,2023
2023-08-01,338.803,Chicago,307.026,7.25,13,13,10.125,13,5.825418817520278,5.7269324345549,2.5649493574615367,2.315007612992603,0.0010099459858183835,0.004357646719562069,0,0,0,0,0,8,2023
2023-09-01,338.436,Chicago,307.789,7.25,13,13,10.125,13,5.824335005052523,5.729414483274302,2.5649493574615367,2.315007612992603,-0.0010838124677547967,0.0024820487194014973,0,0,0,0,0,9,2023
2023-10-01,341.985,Chicago,307.671,7.25,13,13,10.125,13,5.83476687645162,5.729031030242599,2.5649493574615367,2.315007612992603,0.010431871399096515,-3.8345303170306266e-4,0,0,0,0,0,10,2023
2023-11-01,339.732,Chicago,307.051,7.25,13,13,10.125,13,5.828157071495306,5.7270138575686715,2.5649493574615367,2.315007612992603,-0.006609804956314136,-0.0020171726739270923,0,0,0,0,0,11,2023
2023-12-01,342.815,Chicago,306.746,7.25,13,13,10.125,13,5.837190943059184,5.7260200435712,2.5649493574615367,2.315007612992603,0.00903387156387847,-9.938139974714488e-4,0,0,0.07410797215372167,0,0,12,2023
2024-01-01,342.531,Chicago,308.417,7.25,14,13,10.625,14,5.836362164555316,5.731452763386548,2.6390573296152584,2.3632097148104805,-8.287785038678663e-4,0.005432719815347653,0.07410797215372167,0.04820210181787754,0,0,1,1,2024
2024-02-01,342.505,Chicago,310.326,7.25,14,13,10.625,14,5.836286256135868,5.737623357824919,2.6390573296152584,2.3632097148104805,-7.590841944793425e-5,0.006170594438371424,0,0,0,0.07410797215372167,0,2,2024
2024-03-01,341.236,Chicago,312.332,7.25,14,13,10.625,14,5.832574320016569,5.744066724617764,2.6390573296152584,2.3632097148104805,-0.0037119361192994305,0.006443366792844962,0,0,0,0,0,3,2024
2024-04-01,342.099,Chicago,313.548,7.25,14,13,10.625,14,5.835100168857393,5.747952458400675,2.6390573296152584,2.3632097148104805,0.002525848840823741,0.003885733782911238,0,0,0,0,0,4,2024
2024-05-01,345.657,Chicago,314.069,7.25,14,13,10.625,14,5.845446953885907,5.749612706990738,2.6390573296152584,2.3632097148104805,0.010346785028514383,0.0016602485900625297,0,0,0,0,0,5,2024
2024-06-01,346.207,Chicago,314.175,7.25,14,13,10.625,14,5.847036862063982,5.7499501555012085,2.6390573296152584,2.3632097148104805,0.001589908178075028,3.3744851047057267e-4,0,0,0,0,0,6,2024
2024-07-01,349.606,Chicago,314.54,7.25,14,13,10.625,14,5.856806806105503,5.75111125406258,2.6390573296152584,2.3632097148104805,0.009769944041520873,0.0011610985613712543,0,0,0,0,0,7,2024
2024-08-01,350.665,Chicago,314.796,7.25,14,13,10.625,14,5.859831351766539,5.751924809982215,2.6390573296152584,2.3632097148104805,0.003024545661036271,8.135559196356112e-4,0,0,0,0,0,8,2024
2024-09-01,351.71,Chicago,315.301,7.25,14,13,10.625,14,5.862806972399573,5.753527738128605,2.6390573296152584,2.3632097148104805,0.0029756206330340262,0.0016029281463900702,0,0,0,0,0,9,2024
2024-10-01,350.853,Chicago,315.664,7.25,14,13,10.625,14,5.860367332324417,5.754678356752613,2.6390573296152584,2.3632097148104805,-0.0024396400751562908,0.001150618624008004,0,0,0,0,0,10,2024
2024-11-01,351.685,Chicago,315.493,7.25,14,13,10.625,14,5.862735888584617,5.754136494730378,2.6390573296152584,2.3632097148104805,0.002368556260200272,-5.418620222350512e-4,0,0,0,0,0,11,2024
2024-12-01,351.389,Chicago,315.605,7.25,14,13,10.625,14,5.86189387190504,5.75449143168526,2.6390573296152584,2.3632097148104805,-8.420166795772843e-4,3.5493695488142407e-4,0,0,0.06899287148695166,0,0,12,2024
2025-01-01,351.352,Chicago,317.671,7.25,15,13,11.125,15,5.8617885699515915,5.761016256026316,2.70805020110221,2.409194828052304,-1.0530195344848892e-4,0.006524824341056501,0.06899287148695166,0.045985113241823417,0,0,1,1,2025
2025-02-01,351.515,Chicago,319.082,7.25,15,13,11.125,15,5.8622523845934005,5.765448123043844,2.70805020110221,2.409194828052304,4.6381464180900167e-4,0.004431867017527402,0,0,0,0.06899287148695166,0,2,2025
2025-03-01,353.422,Chicago,319.799,7.25,15,13,11.125,15,5.8676628103532025,5.767692673440618,2.70805020110221,2.409194828052304,0.005410425759801996,0.002244550396774514,0,0,0,0,0,3,2025
2025-04-01,358.222,Chicago,320.795,7.25,15,13,11.125,15,5.881152905942712,5.770802289835983,2.70805020110221,2.409194828052304,0.013490095589509643,0.0031096163953652223,0,0,0,0,0,4,2025
2025-05-01,360.262,Chicago,321.465,7.25,15,13,11.125,15,5.886831544526109,5.772888673054749,2.70805020110221,2.409194828052304,0.005678638583396456,0.0020863832187654197,0,0,0,0,0,5,2025
2025-06-01,359.06,Chicago,322.561,7.25,15,13,11.125,15,5.883489505442683,5.776292265636556,2.70805020110221,2.409194828052304,-0.003342039083425341,0.0034035925818072243,0,0,0,0,0,6,2025
2025-07-01,361.032,Chicago,323.048,7.25,15,13,11.125,15,5.888966597063632,5.777800918992904,2.70805020110221,2.409194828052304,0.005477091620949004,0.0015086533563479776,0,0,0,0,0,7,2025
2025-08-01,363.524,Chicago,323.976,7.25,15,13,11.125,15,5.89584531955332,5.780669438974636,2.70805020110221,2.409194828052304,0.006878722489688016,0.0028685199817317653,0,0,0,0,0,8,2025
2025-09-01,366.143,Chicago,324.8,7.25,15,13,11.125,15,5.903023967476454,5.783209608287523,2.70805020110221,2.409194828052304,0.0071786479231334965,0.0025401693128870306,0,0,0,0,0,9,2025
2025-11-01,369.149,Chicago,324.122,7.25,15,13,11.125,15,5.911200356575595,5.781119988127602,2.70805020110221,2.409194828052304,0.00817638909914109,-0.0020896201599205355,0,0,0,0,0,11,2025
2025-12-01,368.88,Chicago,324.054,7.25,15,13,11.125,15,5.9104713878984505,5.78091016857165,2.70805020110221,2.409194828052304,-7.289686771443371e-4,-2.098195559518956e-4,0,0,0,0,0,12,2025
2026-01-01,372.758,Chicago,325.252,7.25,15,13,11.125,15,5.920929415520509,5.7846002664897735,2.70805020110221,2.409194828052304,0.010458027622058275,0.0036900979181231364,0,0,0,0,0,1,2026
2026-02-01,374.724,Chicago,326.785,7.25,15,13,11.125,15,5.926189754989442,5.7893024622996245,2.70805020110221,2.409194828052304,0.005260339468932784,0.004702195809850984,0,0,NA,0,0,2,2026
2009-02-01,206.391,Los Angeles,212.193,6.55,8,10,8,10,5.329772428005534,5.357496237888367,2.302585092994046,2.0794415416798357,0.01009482433616693,0.004960608845776093,0,0,0,NA,0,2,2009
2009-03-01,204.946,Los Angeles,212.709,6.55,8,10,8,10,5.322746529804533,5.359925034428083,2.302585092994046,2.0794415416798357,-0.0070258982010011906,0.0024287965397160605,0,0,0,0,0,3,2009
2009-04-01,206.586,Los Angeles,213.24,6.55,8,10,8,10,5.330716790594696,5.36241829195456,2.302585092994046,2.0794415416798357,0.007970260790163053,0.0024932575264768886,0,0,0,0,0,4,2009
2009-05-01,207.227,Los Angeles,213.856,6.55,8,10,8,10,5.333814810776172,5.36530289132866,2.302585092994046,2.0794415416798357,0.003098020181475647,0.0028845993740995723,0,0,0,0,0,5,2009
2009-06-01,207.281,Los Angeles,215.693,6.55,8,10,8,10,5.334075360634344,5.373856100388221,2.302585092994046,2.0794415416798357,2.605498581722543e-4,0.008553209059561695,0,0,0,0,0,6,2009
2009-07-01,207.789,Los Angeles,215.351,6.55,8,10,8,10,5.336523141749075,5.372269255092775,2.302585092994046,2.0794415416798357,0.0024477811147312067,-0.001586845295446615,0,0,0,0,0,7,2009
2009-08-01,207.582,Los Angeles,215.834,7.25,8,10,8,10,5.335526442330308,5.374509593703902,2.302585092994046,2.0794415416798357,-9.966994187671219e-4,0.0022403386111271573,0,0,0,0,0,8,2009
2009-09-01,208.183,Los Angeles,215.969,7.25,8,10,8,10,5.3384175005896966,5.375134878865879,2.302585092994046,2.0794415416798357,0.0028910582593884016,6.252851619770183e-4,0,0,0,0,0,9,2009
2009-10-01,208.17,Los Angeles,216.177,7.25,8,10,8,10,5.338355053579567,5.376097516567314,2.302585092994046,2.0794415416798357,-6.244701012914078e-5,9.626377014351206e-4,0,0,0,0,0,10,2009
2009-11-01,208.174,Los Angeles,216.33,7.25,8,10,8,10,5.338374268459571,5.376805019596778,2.302585092994046,2.0794415416798357,1.9214880003559642e-5,7.07503029463652e-4,0,0,0,0,0,11,2009
2009-12-01,208.029,Los Angeles,215.949,7.25,8,10,8,10,5.337677493059747,5.375042268694437,2.302585092994046,2.0794415416798357,-6.967753998239345e-4,-0.0017627509023405707,0,0,0,0,0,12,2009
2010-01-01,208.057,Los Angeles,216.687,7.25,8,10,8,10,5.337812080621176,5.378453915972145,2.302585092994046,2.0794415416798357,1.345875614289227e-4,0.003411647277707708,0,0,0,0,0,1,2010
2010-02-01,207.954,Los Angeles,216.741,7.25,8,10,8,10,5.337316901397046,5.378703092307219,2.302585092994046,2.0794415416798357,-4.951792241296715e-4,2.491763350747078e-4,0,0,0,0,0,2,2010
2010-03-01,207.42,Los Angeles,217.631,7.25,8,10,8,10,5.334745723161588,5.382800968070159,2.302585092994046,2.0794415416798357,-0.0025711782354580492,0.004097875762939296,0,0,0,0,0,3,2010
2010-04-01,208.794,Los Angeles,218.009,7.25,8,10,8,10,5.341348119963423,5.384536346340581,2.302585092994046,2.0794415416798357,0.006602396801834942,0.0017353782704221388,0,0,0,0,0,4,2010
2010-05-01,208.585,Los Angeles,218.178,7.25,8,10,8,10,5.340346632023357,5.38531124338454,2.302585092994046,2.0794415416798357,-0.0010014879400666032,7.748970439589442e-4,0,0,0,0,0,5,2010
2010-06-01,208.623,Los Angeles,217.965,7.25,8,10,8,10,5.340528795357258,5.384334499440769,2.302585092994046,2.0794415416798357,1.8216333390164152e-4,-9.76743943771119e-4,0,0,0,0,0,6,2010
2010-07-01,209.07,Los Angeles,218.011,7.25,8,10,8,10,5.342669124118538,5.384545520231687,2.302585092994046,2.0794415416798357,0.002140328761279342,2.1102079091850356e-4,0,0,0,0,0,7,2010
2010-08-01,209.695,Los Angeles,218.312,7.25,8,10,8,10,5.345654094037536,5.385925232269552,2.302585092994046,2.0794415416798357,0.002984969918998104,0.0013797120378651329,0,0,0,0,0,8,2010
2010-09-01,211.203,Los Angeles,218.439,7.25,8,10,8,10,5.352819756276677,5.386506799357342,2.302585092994046,2.0794415416798357,0.0071656622391413904,5.815670877895585e-4,0,0,0,0,0,9,2010
2010-10-01,211.921,Los Angeles,218.711,7.25,8,10,8,10,5.356213563714478,5.387751223628651,2.302585092994046,2.0794415416798357,0.003393807437801044,0.0012444242713094411,0,0,0,0,0,10,2010
2010-11-01,212.121,Los Angeles,218.803,7.25,8,10,8,10,5.35715686657047,5.388171781605566,2.302585092994046,2.0794415416798357,9.433028559922008e-4,4.2055797691453733e-4,0,0,0,0,0,11,2010
2010-12-01,212.317,Los Angeles,219.179,7.25,8,10,8,10,5.358080440868399,5.389888747564759,2.302585092994046,2.0794415416798357,9.235742979285533e-4,0.0017169659591935726,0,0,0,0,0,12,2010
2011-01-01,212.225,Los Angeles,220.223,7.25,8,10,8,10,5.3576470326240315,5.394640669333552,2.302585092994046,2.0794415416798357,-4.3340824436732817e-4,0.0047519217687925774,0,0,0,0,0,1,2011
2011-02-01,211.782,Los Angeles,221.309,7.25,8,10,8,10,5.3555574437201114,5.39955991500547,2.302585092994046,2.0794415416798357,-0.002089588903920081,0.004919245671917594,0,0,0,0,0,2,2011
2011-03-01,213.995,Los Angeles,223.467,7.25,8,10,8,10,5.3659526502629165,5.409263752145429,2.302585092994046,2.0794415416798357,0.010395206542805013,0.009703837139959148,0,0,0,0,0,3,2011
2011-04-01,214.816,Los Angeles,224.906,7.25,8,10,8,10,5.369781847756341,5.4156825371331925,2.302585092994046,2.0794415416798357,0.0038291974934248074,0.006418784987763715,0,0,0,0,0,4,2011
2011-05-01,215.908,Los Angeles,225.964,7.25,8,10,8,10,5.374852391026027,5.4203756945485635,2.302585092994046,2.0794415416798357,0.005070543269686034,0.004693157415371019,0,0,0,0,0,5,2011
2011-06-01,216.969,Los Angeles,225.722,7.25,8,10,8,10,5.379754486192549,5.419304153596862,2.302585092994046,2.0794415416798357,0.004902095166521292,-0.0010715409517016994,0,0,0,0,0,6,2011
2011-07-01,215.243,Los Angeles,225.922,7.25,8,10,8,10,5.37176762245384,5.420189806956911,2.302585092994046,2.0794415416798357,-0.007986863738708827,8.856533600489769e-4,0,0,0,0,0,7,2011
2011-08-01,215.239,Los Angeles,226.545,7.25,8,10,8,10,5.371749038633842,5.4229436006864145,2.302585092994046,2.0794415416798357,-1.858381999753078e-5,0.002753793729503684,0,0,0,0,0,8,2011
2011-09-01,214.94,Los Angeles,226.889,7.25,8,10,8,10,5.3703589194130075,5.424460911104236,2.302585092994046,2.0794415416798357,-0.0013901192208347624,0.0015173104178218821,0,0,0,0,0,9,2011
2011-10-01,215.982,Los Angeles,226.421,7.25,8,10,8,10,5.375195070878417,5.422396098211185,2.302585092994046,2.0794415416798357,0.004836151465409166,-0.002064812893051382,0,0,0,0,0,10,2011
2011-11-01,217.167,Los Angeles,226.23,7.25,8,10,8,10,5.3806666428150285,5.421552180882665,2.302585092994046,2.0794415416798357,0.005471571936611852,-8.439173285195167e-4,0,0,0,0,0,11,2011
2011-12-01,217.578,Los Angeles,225.672,7.25,8,10,8,10,5.382557406929364,5.419082617642886,2.302585092994046,2.0794415416798357,0.0018907641143357523,-0.0024695632397797596,0,0,0,0,0,12,2011
2012-01-01,218.288,Los Angeles,226.665,7.25,8,10,8,10,5.385815291820518,5.423473156533833,2.302585092994046,2.0794415416798357,0.0032578848911537506,0.004390538890947759,0,0,0,0,0,1,2012
2012-02-01,219.058,Los Angeles,227.663,7.25,8,10,8,10,5.389336534935179,5.42786646535571,2.302585092994046,2.0794415416798357,0.0035212431146609546,0.004393308821876829,0,0,0,0,0,2,2012
2012-03-01,219.384,Los Angeles,229.392,7.25,8,10,8,10,5.390823619019627,5.435432330503912,2.302585092994046,2.0794415416798357,0.001487084084447865,0.007565865148201567,0,0,0,0,0,3,2012
2012-04-01,219.67,Los Angeles,230.085,7.25,8,10,8,10,5.392126420226094,5.438448805868182,2.302585092994046,2.0794415416798357,0.0013028012064673078,0.003016475364270299,0,0,0,0,0,4,2012
2012-05-01,220.409,Los Angeles,229.815,7.25,8,10,8,10,5.395484911290775,5.437274637435826,2.302585092994046,2.0794415416798357,0.0033584910646808908,-0.0011741684323558488,0,0,0,0,0,5,2012
2012-06-01,220.56,Los Angeles,229.478,7.25,8,10,8,10,5.396169766715541,5.435807164339233,2.302585092994046,2.0794415416798357,6.848554247662619e-4,-0.0014674730965928973,0,0,0,0,0,6,2012
2012-07-01,220.567,Los Angeles,229.104,7.25,8,10,8,10,5.3962015036076405,5.434176048931651,2.302585092994046,2.0794415416798357,3.173689209923225e-5,-0.0016311154075827616,0,0,0,0,0,7,2012
2012-08-01,221.312,Los Angeles,230.379,7.25,8,10,8,10,5.399573470620771,5.439725778834369,2.302585092994046,2.0794415416798357,0.0033719670131304724,0.00554972990271807,0,0,0,0,0,8,2012
2012-09-01,221.553,Los Angeles,231.407,7.25,8,10,8,10,5.400661838515229,5.444178064950263,2.302585092994046,2.0794415416798357,0.0010883678944582087,0.004452286115894211,0,0,0,0,0,9,2012
2012-10-01,222.051,Los Angeles,231.317,7.25,8,10,8,10,5.4029070852181755,5.443789064158711,2.302585092994046,2.0794415416798357,0.0022452467029463463,-3.890007915519078e-4,0,0,0,0,0,10,2012
2012-11-01,222.271,Los Angeles,230.221,7.25,8,10,8,10,5.403897358119263,5.439039717148753,2.302585092994046,2.0794415416798357,9.902729010873301e-4,-0.004749347009957994,0,0,0,0,0,11,2012
2012-12-01,222.386,Los Angeles,229.601,7.25,8,10,8,10,5.404414610754728,5.436343019836624,2.302585092994046,2.0794415416798357,5.17252635464871e-4,-0.0026966973121291815,0,0,0,0,0,12,2012
2013-01-01,222.995,Los Angeles,230.28,7.25,8,10,8,10,5.407149349684089,5.439295959807609,2.302585092994046,2.0794415416798357,0.002734738929361491,0.0029529399709851134,0,0,0,0,0,1,2013
2013-02-01,221.35,Los Angeles,232.166,7.25,8,10,8,10,5.39974515917815,5.447452633047269,2.302585092994046,2.0794415416798357,-0.007404190505939212,0.008156673239660073,0,0,0,0,0,2,2013
2013-03-01,221.252,Los Angeles,232.773,7.25,8,10,8,10,5.399302323395205,5.4500637297497105,2.302585092994046,2.0794415416798357,-4.4283578294468384e-4,0.002611096702441529,0,0,0,0,0,3,2013
2013-04-01,221.455,Los Angeles,232.531,7.25,8,10,8,10,5.400219408574467,5.4490235494726456,2.302585092994046,2.0794415416798357,9.170851792612567e-4,-0.0010401802770649837,0,0,0,0,0,4,2013
2013-05-01,221.431,Los Angeles,232.945,7.25,8,10,8,10,5.4001110285397695,5.4508023741990135,2.302585092994046,2.0794415416798357,-1.0838003469704205e-4,0.0017788247263679224,0,0,0,0,0,5,2013
2013-06-01,221.12,Los Angeles,233.504,7.25,8,10,8,10,5.398705540579305,5.45319920758321,2.302585092994046,2.0794415416798357,-0.0014054879604641357,0.002396833384196384,0,0,0,0,0,6,2013
2013-07-01,221.236,Los Angeles,233.596,7.25,8,10,8,10,5.399230005049818,5.453593127519795,2.302585092994046,2.0794415416798357,5.244644705122425e-4,3.9391993658544067e-4,0,0,0,0,0,7,2013
2013-08-01,221.72,Los Angeles,233.877,7.25,8,10,8,10,5.401415324551604,5.454795336134386,2.302585092994046,2.0794415416798357,0.0021853195017866867,0.0012022086145906385,0,0,0,0,0,8,2013
2013-09-01,222.97,Los Angeles,234.149,7.25,8,10,8,10,5.40703723326228,5.455957664853829,2.302585092994046,2.0794415416798357,0.00562190871067525,0.0011623287194426624,0,0,0,0,0,9,2013
2013-10-01,223.823,Los Angeles,233.546,7.25,8,10,8,10,5.410855560927969,5.453379059847906,2.302585092994046,2.0794415416798357,0.003818327665689125,-0.002578605005922441,0,0,0,0,0,10,2013
2013-11-01,223.713,Los Angeles,233.069,7.25,8,10,8,10,5.410363980352484,5.451334547064749,2.302585092994046,2.0794415416798357,-4.915805754848179e-4,-0.002044512783156982,0,0,0,0,0,11,2013
2013-12-01,224.448,Los Angeles,233.049,7.25,8,10,8,10,5.413644054517713,5.451248731884849,2.302585092994046,2.0794415416798357,0.003280074165228797,-8.581517989991738e-5,0,0,0,0,0,12,2013
2014-01-01,224.588,Los Angeles,233.916,7.25,9,10,9,10,5.414267612559992,5.454962076552008,2.302585092994046,2.1972245773362196,6.235580422790932e-4,0.003713344667159113,0,0.11778303565638382,0,0,0,1,2014
2014-02-01,225.305,Los Angeles,234.781,7.25,9,10,9,10,5.4174550398239925,5.45865316474789,2.302585092994046,2.1972245773362196,0.003187427264000675,0.0036910881958815978,0,0,0,0,0,2,2014
2014-03-01,226.581,Los Angeles,236.293,7.25,9,10,9,10,5.423102496887806,5.4650725603939465,2.302585092994046,2.1972245773362196,0.005647457063813199,0.006419395646056536,0,0,0,0,0,3,2014
2014-04-01,226.503,Los Angeles,237.072,7.25,9,10,9,10,5.422758189868486,5.468363892466379,2.302585092994046,2.1972245773362196,-3.443070193194231e-4,0.0032913320724325956,0,0,0,0,0,4,2014
2014-05-01,227.22,Los Angeles,237.9,7.25,9,10,9,10,5.425918711141758,5.471850417308912,2.302585092994046,2.1972245773362196,0.0031605212732719323,0.0034865248425326456,0,0,0,0,0,5,2014
2014-06-01,228.098,Los Angeles,238.343,7.25,9,10,9,10,5.429775361167729,5.4737108126439455,2.302585092994046,2.1972245773362196,0.003856650025970687,0.0018603953350337932,0,0,0,0,0,6,2014
2014-07-01,228.304,Los Angeles,238.25,7.25,9,10,9,10,5.4306780741882195,5.473320542534312,2.302585092994046,2.1972245773362196,9.027130204906086e-4,-3.902701096336614e-4,0,0,0,0,0,7,2014
2014-08-01,229.902,Los Angeles,237.852,7.25,9,10,9,10,5.437653131165833,5.471648631503859,2.302585092994046,2.1972245773362196,0.00697505697761347,-0.0016719110304528328,0,0,0,0,0,8,2014
2014-09-01,230.004,Los Angeles,238.031,7.25,9,10,9,10,5.438096700076316,5.472400917290247,2.302585092994046,2.1972245773362196,4.435689104829166e-4,7.522857863877519e-4,0,0,0,0,0,9,2014
2014-10-01,230.089,Los Angeles,237.433,7.25,9,10,9,10,5.438466190596568,5.469885478412363,2.302585092994046,2.1972245773362196,3.69490520252036e-4,-0.0025154388778840797,0,0,0,0,0,10,2014
2014-11-01,231.745,Los Angeles,236.151,7.25,9,10,9,10,5.44563762924019,5.464471430929815,2.302585092994046,2.1972245773362196,0.007171438643622352,-0.005414047482547701,0,0,0,0,0,11,2014
2014-12-01,231.812,Los Angeles,234.812,7.25,9,10,9,10,5.445926698331872,5.45878519397339,2.302585092994046,2.1972245773362196,2.89069091682137e-4,-0.005686236956425006,0,0,0,0,0,12,2014
2015-01-01,231.88,Los Angeles,233.707,7.25,9,10,9,10,5.446219996471532,5.45406819402734,2.302585092994046,2.1972245773362196,2.932981396597256e-4,-0.0047169999460496825,0,0,0,0,0,1,2015
2015-02-01,232.938,Los Angeles,234.722,7.25,9,10,9,10,5.4507723237356975,5.4584018351490995,2.302585092994046,2.1972245773362196,0.004552327264165434,0.0043336411217591575,0,0,0,0,0,2,2015
2015-03-01,233.064,Los Angeles,236.119,7.25,9,10,9,10,5.451313093960162,5.464335915228843,2.302585092994046,2.1972245773362196,5.407702244646373e-4,0.005934080079743609,0,0,0,0,0,3,2015
2015-04-01,233.381,Los Angeles,236.599,7.25,9,10,9,10,5.452672311226095,5.466366724992667,2.302585092994046,2.1972245773362196,0.0013592172659331325,0.0020308097638235267,0,0,0,0,0,4,2015
2015-05-01,233.981,Los Angeles,237.805,7.25,9,10,9,10,5.455239915479884,5.471451010107966,2.302585092994046,2.1972245773362196,0.002567604253788325,0.005084285115299458,0,0,0,0,0,5,2015
2015-06-01,233.832,Los Angeles,238.638,7.25,9,10,9,10,5.454602908791149,5.4749477593467,2.302585092994046,2.1972245773362196,-6.370066887342318e-4,0.0034967492387343313,0,0,0,0,0,6,2015
